t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,phase_el_s,status
75.74,ROLLOUT,,75.12,80,4.88,3.5,-0.11,-0.27,-0.03,89.28,0.115,1,0,14.428,89,-0.918,-0.68,-0.67,0.406,0.028,0.026,-0.918,-0.859,0.856,89.35,0.391,-0.024,-0.061,0.0012,0.391,0,0.0012,0,0.0104,0,0.13,0,0,3,3,1.76,LANDED
76.56,ROLLOUT,,73.47,80,6.53,3.82,-0.03,1.51,1.5,89.6,0.184,1,0,14.428,89,-0.918,-0.68,-0.67,0.406,0.028,0.026,-0.918,-0.859,0.856,89.33,0.422,-0.032,0.256,-0.0054,0.422,0,-0.0054,0,-0.1182,0,-1.477,0,0,3,3,2.58,LANDED
77.4,ROLLOUT,,71.45,80,8.55,3.62,0.02,0.45,0.46,89.71,-0.055,1,0,14.428,89,-0.918,-0.68,-0.67,0.406,0.028,0.026,-0.918,-0.859,0.856,89.29,0.461,-0.047,0.413,-0.0095,0.461,0,-0.0095,0,-0.0394,0,-0.492,0,0,3,3,3.42,LANDED
78.24,ROLLOUT,,69.44,80,10.56,3.72,-0.04,1.03,1.08,89,-0.47,1,0,14.428,89,-0.918,-0.68,-0.67,0.406,0.028,0.026,-0.918,-0.859,0.856,89.26,0.502,-0.057,-0.222,0.0056,0.502,0,0.0056,0,-0.0829,0,-1.036,0,0,3,3,4.26,LANDED
79.08,ROLLOUT,,66.91,80,13.09,3.63,-0.06,0.59,0.65,88.96,0.152,1,0,14.428,89,-0.918,-0.68,-0.67,0.406,0.028,0.026,-0.918,-0.859,0.856,89.24,0.547,-0.054,-0.337,0.0092,0.547,0,0.0092,0,-0.0476,0,-0.595,0,0,3,3,5.1,LANDED
79.94,ROLLOUT,,63.55,80,16.45,3.62,0.03,0.52,0.5,89.55,0.204,1,0,14.428,89,-0.918,-0.68,-0.67,0.406,0.028,0.026,-0.918,-0.859,0.856,89.19,0.613,-0.059,0.35,-0.0107,0.613,0,-0.0107,0,-0.0421,0,-0.526,0,0,3,3,5.96,LANDED
80.78,ROLLOUT,,60.32,80,19.68,3.62,0.01,0.53,0.51,88.92,-0.566,1,0,14.428,89,-0.918,-0.68,-0.67,0.406,0.028,0.026,-0.918,-0.859,0.856,89.14,0.678,-0.067,-0.182,0.0062,0.678,0,0.0062,0,-0.0423,0,-0.529,0,0,3,3,6.8,LANDED
81.62,ROLLOUT,,57.15,80,22.85,3.62,0.02,0.54,0.52,89.29,0.53,1,0,14.428,89,-0.918,-0.68,-0.67,0.406,0.028,0.026,-0.918,-0.859,0.856,89.1,0.742,-0.064,0.126,-0.0047,0.742,0,-0.0047,0,-0.0432,0,-0.54,0,0,3,3,7.64,LANDED
82.46,ROLLOUT,,54.03,80,25.97,3.62,0.02,0.52,0.5,89.24,-0.401,1,0,14.428,89,-0.918,-0.68,-0.67,0.406,0.028,0.026,-0.918,-0.859,0.856,89.06,0.805,-0.072,0.255,-0.0103,0.805,0,-0.0103,0,-0.0416,0,-0.52,0,0,3,3,8.48,LANDED
83.3,ROLLOUT,,50.94,80,29.06,3.61,0.03,0.5,0.47,88.75,-0.004,1,0,14.428,89,-0.918,-0.68,-0.67,0.406,0.028,0.026,-0.918,-0.859,0.856,89.02,0.867,-0.071,-0.297,0.0129,0.867,0,0.0129,0,-0.0403,0,-0.504,0,0,3,3,9.32,LANDED
84.16,ROLLOUT,,47.83,80,32.17,3.61,0.04,0.51,0.47,89.35,0.161,1,0,14.428,89,-0.918,-0.68,-0.67,0.406,0.028,0.026,-0.918,-0.859,0.856,88.98,0.929,-0.071,0.383,-0.0178,0.929,0,-0.0178,0,-0.0413,0,-0.516,0,0,3,3,10.18,LANDED
85.02,ROLLOUT,,44.73,80,35.27,3.61,0.04,0.54,0.5,88.69,-0.389,1,0,14.428,89,-0.918,-0.68,-0.67,0.406,0.028,0.026,-0.918,-0.859,0.856,88.93,0.991,-0.073,-0.24,0.0119,0.991,0,0.0119,0,-0.0436,0,-0.545,0,0,3,3,11.04,LANDED
85.86,ROLLOUT,,41.71,80,38.29,3.61,0.03,0.55,0.51,89.15,0.368,1,0,14.428,89,-0.918,-0.68,-0.67,0.406,0.028,0.026,-0.918,-0.859,0.856,88.93,1,-0.07,0.215,-0.0107,1,0,-0.0107,0,-0.0443,0,-0.553,0,0,3,3,11.88,LANDED
86.7,ROLLOUT,,38.7,80,41.3,3.61,0.03,0.54,0.5,88.78,-0.404,1,0,14.428,89,-0.918,-0.68,-0.67,0.406,0.028,0.026,-0.918,-0.859,0.856,88.93,1,-0.071,-0.139,0.0069,1,0,0.0069,0,-0.0435,0,-0.544,0,0,3,3,12.72,LANDED
87.54,ROLLOUT,,35.69,80,44.31,3.61,0.03,0.55,0.5,89.05,0.306,1,0,14.428,89,-0.918,-0.68,-0.67,0.406,0.028,0.026,-0.918,-0.859,0.856,88.93,1,-0.069,0.114,-0.0057,1,0,-0.0057,0,-0.0437,0,-0.546,0,0,3,3,13.56,LANDED
88.38,ROLLOUT,,32.68,80,47.32,3.61,0.03,0.54,0.49,88.87,-0.29,1,0,14.428,89,-0.918,-0.68,-0.67,0.406,0.028,0.026,-0.918,-0.859,0.856,88.93,1,-0.069,-0.045,0.0023,1,0,0.0023,0,-0.0432,0,-0.54,0,0,3,3,14.4,LANDED
89.22,ROLLOUT,,29.68,80,50.32,3.61,0.03,0.54,0.49,88.99,0.182,1,0,14.428,89,-0.918,-0.68,-0.67,0.406,0.028,0.026,-0.918,-0.859,0.856,88.93,1,-0.068,0.047,-0.0023,1,0,-0.0023,0,-0.0433,0,-0.542,0,0,3,3,15.24,LANDED
90.08,ROLLOUT,,26.61,80,53.39,3.61,0.03,0.54,0.49,88.93,-0.165,1,0,14.428,89,-0.918,-0.68,-0.67,0.406,0.028,0.026,-0.918,-0.859,0.856,88.93,1,-0.068,0.009,-0.0005,1,0,-0.0005,0,-0.0434,0,-0.543,0,0,3,3,16.1,LANDED
90.94,ROLLOUT,,23.55,80,56.45,3.61,0.02,0.54,0.49,88.96,0.069,1,0,14.428,89,-0.918,-0.68,-0.67,0.406,0.028,0.026,-0.918,-0.859,0.856,88.93,1,-0.067,0.019,-0.001,1,0,-0.001,0,-0.0435,0,-0.544,0,0,3,3,16.96,LANDED
91.8,ROLLOUT,,20.49,80,59.51,3.61,0.02,0.54,0.49,88.96,-0.076,1,0,14.428,89,-0.918,-0.68,-0.67,0.406,0.028,0.026,-0.918,-0.859,0.856,88.93,1,-0.067,0.029,-0.0014,1,0,-0.0014,0,-0.0436,0,-0.545,0,0,3,3,17.82,LANDED
92.66,ROLLOUT,,17.45,80,62.55,3.61,0.02,0.55,0.49,88.97,0.01,1,0,14.428,89,-0.918,-0.68,-0.67,0.406,0.028,0.026,-0.918,-0.859,0.856,88.93,1,-0.066,0.035,-0.0016,0.892,0,-0.0016,0,-0.0437,0,-0.546,0,0,3,3,18.68,LANDED
93.52,ROLLOUT,,14.52,80,65.48,5.47,-0.06,-1.79,-1.37,88.99,-0.03,1,0,14.428,89,-0.918,-0.68,-0.67,0.406,0.028,0.026,-0.918,-0.859,0.856,88.93,1,-0.066,0.055,-0.002,0.716,0,-0.002,0,0.1321,0,1.651,0,0,3,3,19.54,LANDED
94.36,ROLLOUT,,13.87,80,66.13,4.34,-4.03,-10.18,8.32,89.04,0.002,1,0,14.428,89,-0.918,-0.68,-0.67,0.406,0.028,0.026,-0.918,-0.859,0.856,88.93,1,-0.066,0.11,-0.0035,0.628,0,-0.0035,0,0.35,0,9.891,0,0,3,3,20.38,LANDED
95.18,ROLLOUT,,13.58,80,66.42,4.88,-3.84,-24.1,-8.9,88.99,-0.062,1,0,14.428,89,-0.918,-0.68,-0.67,0.406,0.028,0.026,-0.918,-0.859,0.856,88.93,1,-0.066,0.057,0,0,3,0,0,0.35,0,23.55,0,0,3,3,21.2,FLYING
96.02,ROLLOUT,,14.91,80,65.09,4.33,-8.96,-25.74,7.37,89.02,0.565,1,0,14.428,89,-0.918,-0.68,-0.67,0.406,0.028,0.026,-0.918,-0.859,0.856,88.94,1,-0.064,0.085,0,0,3,0,0,0.35,0,26.545,0,0,3,3,22.04,FLYING
