t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_intg,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_roll_assist,flaps_cur,flaps_tgt,phase_el_s,status
115.05,FLARE,ILS_TRACK,74.67,76,1.33,15.77,-3.34,4.66,7.12,270.4,0.007,0,13.438,270.4,-1.613,0.48,0.18,0.407,-0.019,-0.045,-1.613,-2.104,0.504,270.4,0,0,0,0,0,0,0,0,0,0,1,1,1.86,FLYING
115.21,FLARE,ILS_TRACK,74.54,76,1.46,15.27,-3.26,4.73,7.13,270.4,0.008,0,13.438,270.4,-1.566,0.48,0.18,0.407,-0.019,-0.045,-1.566,-2.039,0.52,270.4,0,0,0,0,0,0,0,0,0,0,1,1,2.02,FLYING
115.37,FLARE,ILS_TRACK,74.42,76,1.58,14.79,-3.17,4.81,7.15,270.4,0.007,0,13.438,270.4,-1.52,0.48,0.18,0.407,-0.019,-0.045,-1.52,-1.976,0.535,270.4,0,0,0,0,0,0,0,0,0,0,1,1,2.18,FLYING
115.53,FLARE,ILS_TRACK,74.28,76,1.72,14.31,-3.09,4.89,7.17,270.4,0.008,0,13.438,270.4,-1.475,0.48,0.18,0.407,-0.019,-0.045,-1.475,-1.914,0.55,270.4,0,0,0,0,0,0,0,0,0,0,1,1,2.34,FLYING
115.69,FLARE,ILS_TRACK,74.14,76,1.86,13.85,-3.01,4.96,7.19,270.4,0.008,0,13.438,270.4,-1.431,0.48,0.18,0.407,-0.019,-0.045,-1.431,-1.854,0.564,270.4,0,0,0,0,0,0,0,0,0,0,1,1,2.5,FLYING
115.85,FLARE,ILS_TRACK,74,76,2,13.41,-2.93,5.04,7.21,270.4,0.008,0,13.438,270.4,-1.389,0.48,0.18,0.407,-0.019,-0.045,-1.389,-1.795,0.578,270.4,0,0,0,0,0,0,0,0,0,0,1,1,2.66,FLYING
116.03,FLARE,ILS_TRACK,73.83,76,2.17,12.92,-2.84,5.12,7.24,270.4,0.008,0,13.438,270.4,-1.342,0.48,0.18,0.407,-0.019,-0.045,-1.342,-1.731,0.594,270.4,0,0,0,0,0,0,0,0,0,0,1,1,2.84,FLYING
116.19,FLARE,ILS_TRACK,73.68,76,2.32,12.5,-2.76,5.2,7.26,270.4,0.009,0,13.438,270.4,-1.302,0.48,0.18,0.407,-0.019,-0.045,-1.302,-1.676,0.607,270.4,0,0,0,0,0,0,0,0,0,0,1,1,3,FLYING
116.35,FLARE,ILS_TRACK,73.52,76,2.48,12.09,-2.69,5.27,7.28,270.41,0.009,0,13.438,270.4,-1.263,0.48,0.18,0.407,-0.019,-0.045,-1.263,-1.623,0.62,270.4,0,0,0,0,0,0,0,0,0,0,1,1,3.16,FLYING
116.51,FLARE,ILS_TRACK,73.36,76,2.64,11.69,-2.61,5.34,7.3,270.41,0.009,0,13.438,270.4,-1.226,0.48,0.18,0.407,-0.019,-0.045,-1.226,-1.571,0.632,270.4,0,0,0,0,0,0,0,0,0,0,1,1,3.32,FLYING
116.67,FLARE,ILS_TRACK,73.2,76,2.8,11.3,-2.54,5.42,7.33,270.41,0.01,0,13.438,270.4,-1.189,0.48,0.18,0.407,-0.019,-0.045,-1.189,-1.52,0.644,270.4,0,0,0,0,0,0,0,0,0,0,1,1,3.48,FLYING
116.83,FLARE,ILS_TRACK,73.03,76,2.97,10.93,-2.47,5.5,7.35,270.41,0.01,0,13.438,270.4,-1.153,0.48,0.18,0.407,-0.019,-0.045,-1.153,-1.471,0.656,270.4,0,0,0,0,0,0,0,0,0,0,1,1,3.64,FLYING
116.99,FLARE,ILS_TRACK,72.86,76,3.14,10.56,-2.4,5.57,7.38,270.41,0.01,0,13.438,270.4,-1.118,0.48,0.18,0.407,-0.019,-0.045,-1.118,-1.423,0.668,270.4,0,0,0,0,0,0,0,0,0,0,1,1,3.8,FLYING
117.17,FLARE,ILS_TRACK,72.66,76,3.34,10.16,-2.33,5.65,7.41,270.41,0.011,0,13.438,270.4,-1.08,0.48,0.18,0.407,-0.019,-0.045,-1.08,-1.371,0.68,270.4,0,0,0,0,0,0,0,0,0,0,1,1,3.98,FLYING
117.33,FLARE,ILS_TRACK,72.48,76,3.52,9.82,-2.26,5.73,7.44,270.41,0.012,0,13.438,270.4,-1.047,0.48,0.18,0.407,-0.019,-0.045,-1.047,-1.327,0.691,270.4,0,0,0,0,0,0,0,0,0,0,1,1,4.14,FLYING
117.49,FLARE,ILS_TRACK,72.3,76,3.7,9.49,-2.19,5.8,7.47,270.41,0.012,0,13.438,270.4,-1.016,0.48,0.18,0.407,-0.019,-0.045,-1.016,-1.283,0.701,270.4,0,0,0,0,0,0,0,0,0,0,1,1,4.3,FLYING
117.65,FLARE,ILS_TRACK,72.12,76,3.88,9.17,-2.13,5.87,7.5,270.41,0.013,0,13.438,270.4,-0.985,0.48,0.18,0.407,-0.019,-0.045,-0.985,-1.241,0.711,270.4,0,0,0,0,0,0,0,0,0,0,1,1,4.46,FLYING
117.81,FLARE,ILS_TRACK,71.94,76,4.06,8.85,-2.07,5.94,7.53,270.41,0.016,0,13.438,270.4,-0.955,0.48,0.18,0.407,-0.019,-0.045,-0.955,-1.2,0.721,270.4,0,0,0,0,0,0,0,0,0,0,1,1,4.62,FLYING
117.97,FLARE,ILS_TRACK,71.75,76,4.25,8.55,-2.01,6.01,7.56,270.41,0.017,0,13.438,270.4,-0.926,0.48,0.18,0.407,-0.019,-0.045,-0.926,-1.16,0.731,270.4,0,0,0,0,0,0,0,0,0,0,1,1,4.78,FLYING
118.13,FLARE,ILS_TRACK,71.56,76,4.44,8.26,-1.95,6.09,7.59,270.41,0.018,0,13.438,270.4,-0.897,0.48,0.18,0.407,-0.019,-0.045,-0.897,-1.122,0.74,270.4,0,0,0,0,0,0,0,0,0,0,1,1,4.94,FLYING
118.31,FLARE,ILS_TRACK,71.35,76,4.65,7.94,-1.89,6.16,7.62,270.41,0.019,0,13.438,270.4,-0.866,0.48,0.18,0.407,-0.019,-0.045,-0.866,-1.08,0.75,270.4,0,0,0,0,0,0,0,0,0,0,1,1,5.12,FLYING
118.47,FLARE,ILS_TRACK,71.16,76,4.84,7.66,-1.83,6.23,7.65,270.41,0.021,0,13.438,270.4,-0.84,0.48,0.18,0.407,-0.019,-0.045,-0.84,-1.044,0.759,270.4,0,0,0,0,0,0,0,0,0,0,1,1,5.28,FLYING
118.63,FLARE,ILS_TRACK,70.96,76,5.04,7.39,-1.78,6.3,7.68,270.41,0.023,0,13.438,270.4,-0.814,0.48,0.18,0.407,-0.019,-0.045,-0.814,-1.009,0.767,270.4,0,0,0,0,0,0,0,0,0,0,1,1,5.44,FLYING
118.79,FLARE,ILS_TRACK,70.76,76,5.24,7.13,-1.73,6.36,7.71,270.41,0.024,0,13.438,270.4,-0.789,0.48,0.18,0.407,-0.019,-0.045,-0.789,-0.975,0.775,270.4,0,0,0,0,0,0,0,0,0,0,1,1,5.6,FLYING
118.95,FLARE,ILS_TRACK,70.57,76,5.43,6.88,-1.68,6.43,7.74,270.41,0.025,0,13.438,270.4,-0.764,0.48,0.18,0.407,-0.019,-0.045,-0.764,-0.942,0.783,270.4,0,0,0,0,0,0,0,0,0,0,1,1,5.76,FLYING
119.11,FLARE,ILS_TRACK,70.37,76,5.63,6.63,-1.64,6.49,7.77,270.41,0.027,0,13.438,270.4,-0.74,0.48,0.18,0.407,-0.019,-0.045,-0.74,-0.91,0.791,270.4,0,0,0,0,0,0,0,0,0,0,1,1,5.92,FLYING
119.27,FLARE,ILS_TRACK,70.17,76,5.83,6.39,-1.59,6.56,7.81,270.41,0.029,0,13.438,270.4,-0.717,0.48,0.18,0.407,-0.019,-0.045,-0.717,-0.879,0.799,270.4,0,0,0,0,0,0,0,0,0,0,1,1,6.08,FLYING
119.45,FLARE,ILS_TRACK,69.94,76,6.06,6.13,-1.55,6.64,7.85,270.41,0.03,0,13.438,270.4,-0.692,0.48,0.18,0.407,-0.019,-0.045,-0.692,-0.845,0.807,270.4,0,0,0,0,0,0,0,0,0,0,1,1,6.26,FLYING
119.61,FLARE,ILS_TRACK,69.74,76,6.26,5.91,-1.51,6.7,7.89,270.41,0.03,0,13.438,270.4,-0.67,0.48,0.18,0.407,-0.019,-0.045,-0.67,-0.816,0.814,270.4,0,0,0,0,0,0,0,0,0,0,1,1,6.42,FLYING
119.77,FLARE,ILS_TRACK,69.53,76,6.47,5.69,-1.46,6.77,7.93,270.41,0.03,0,13.438,270.4,-0.648,0.48,0.18,0.407,-0.019,-0.045,-0.648,-0.788,0.821,270.4,0,0,0,0,0,0,0,0,0,0,1,1,6.58,FLYING
119.93,FLARE,ILS_TRACK,69.33,76,6.67,5.48,-1.42,6.83,7.96,270.41,0.03,0,13.438,270.4,-0.627,0.48,0.18,0.407,-0.019,-0.045,-0.627,-0.76,0.827,270.4,0,0,0,0,0,0,0,0,0,0,1,1,6.74,FLYING
120.09,FLARE,ILS_TRACK,69.12,76,6.88,5.27,-1.38,6.9,8,270.41,0.031,0,13.438,270.4,-0.607,0.48,0.18,0.407,-0.019,-0.045,-0.607,-0.733,0.834,270.4,0,0,0,0,0,0,0,0,0,0,1,1,6.9,FLYING
120.25,FLARE,ILS_TRACK,68.91,76,7.09,5.07,-1.35,6.96,8.04,270.41,0.032,0,13.438,270.4,-0.587,0.48,0.18,0.407,-0.019,-0.045,-0.587,-0.707,0.84,270.4,0,0,0,0,0,0,0,0,0,0,1,1,7.06,FLYING
120.41,FLARE,ILS_TRACK,68.7,76,7.3,4.88,-1.31,7.03,8.08,270.41,0.032,0,13.438,270.4,-0.563,0.48,0.18,0.407,-0.019,-0.045,-0.563,-0.676,0.846,270.4,0,0,0,0,0,0,0,0,0,0,1,1,7.22,FLYING
120.59,FLARE,ILS_TRACK,68.46,76,7.54,4.67,-1.28,7.11,8.13,270.41,0.032,0,13.438,270.4,-0.52,0.48,0.18,0.407,-0.019,-0.045,-0.52,-0.622,0.853,270.4,0,0,0,0,0,0,0,0,0,0,1,1,7.4,FLYING
120.75,FLARE,ILS_TRACK,68.25,76,7.75,4.48,-1.24,7.19,8.19,270.41,0.034,0,13.438,270.4,-0.485,0.48,0.18,0.407,-0.019,-0.045,-0.485,-0.578,0.859,270.4,0,0,0,0,0,0,0,0,0,0,1,1,7.56,FLYING
120.91,FLARE,ILS_TRACK,68.04,76,7.96,4.3,-1.2,7.26,8.23,270.41,0.034,0,13.438,270.4,-0.452,0.48,0.18,0.407,-0.019,-0.045,-0.452,-0.537,0.864,270.4,0,0,0,0,0,0,0,0,0,0,1,1,7.72,FLYING
121.07,FLARE,ILS_TRACK,67.83,76,8.17,4.13,-1.17,7.34,8.29,270.42,0.034,0,13.438,270.4,-0.421,0.48,0.18,0.407,-0.019,-0.045,-0.421,-0.499,0.87,270.4,0,0,0,0,0,0,0,0,0,0,1,1,7.88,FLYING
121.23,FLARE,ILS_TRACK,67.61,76,8.39,3.97,-1.13,7.42,8.34,270.42,0.035,0,13.438,270.4,-0.392,0.48,0.18,0.407,-0.019,-0.045,-0.392,-0.463,0.875,270.4,0,0,0,0,0,0,0,0,0,0,1,1,8.04,FLYING
121.39,FLARE,ILS_TRACK,67.39,76,8.61,3.8,-1.1,7.49,8.39,270.42,0.037,0,13.438,270.4,-0.365,0.48,0.18,0.407,-0.019,-0.045,-0.365,-0.43,0.88,270.4,0,0,0,0,0,0,0,0,0,0,1,1,8.2,FLYING
121.55,FLARE,ILS_TRACK,67.18,76,8.82,3.65,-1.06,7.57,8.44,270.42,0.038,0,13.438,270.4,-0.341,0.48,0.18,0.407,-0.019,-0.045,-0.341,-0.4,0.885,270.4,0,0,0,0,0,0,0,0,0,0,1,1,8.36,FLYING
121.73,FLARE,ILS_TRACK,66.93,76,9.07,3.48,-1.02,7.66,8.5,270.42,0.04,0,13.438,270.4,-0.315,0.48,0.18,0.407,-0.019,-0.045,-0.315,-0.368,0.89,270.4,0,0,0,0,0,0,0,0,0,0,1,1,8.54,FLYING
121.89,FLARE,ILS_TRACK,66.71,76,9.29,3.34,-0.98,7.74,8.54,270.42,0.041,0,13.438,270.4,-0.315,0.48,0.18,0.407,-0.019,-0.045,-0.315,-0.343,0.895,270.4,0,0,0,0,0,0,0,0,0,0,1,1,8.7,FLYING
122.05,FLARE,ILS_TRACK,66.49,76,9.51,3.2,-0.95,7.8,8.58,270.42,0.042,0,13.438,270.4,-0.315,0.48,0.18,0.407,-0.019,-0.045,-0.315,-0.319,0.899,270.4,0,0,0,0,0,0,0,0,0,0,1,1,8.86,FLYING
122.21,FLARE,ILS_TRACK,66.27,76,9.73,3.06,-0.92,7.86,8.62,270.42,0.042,0,13.438,270.4,-0.315,0.48,0.18,0.407,-0.019,-0.045,-0.315,-0.297,0.903,270.4,0,0,0,0,0,0,0,0,0,0,1,1,9.02,FLYING
122.37,FLARE,ILS_TRACK,66.04,76,9.96,2.93,-0.89,7.92,8.66,270.42,0.043,0,13.438,270.4,-0.315,0.48,0.18,0.407,-0.019,-0.045,-0.315,-0.276,0.907,270.4,0,0,0,0,0,0,0,0,0,0,1,1,9.18,FLYING
122.53,FLARE,ILS_TRACK,65.82,76,10.18,2.81,-0.87,7.98,8.7,270.42,0.043,0,13.438,270.4,-0.315,0.48,0.18,0.407,-0.019,-0.045,-0.315,-0.257,0.911,270.4,0,0,0,0,0,0,0,0,0,0,1,1,9.34,FLYING
122.69,FLARE,ILS_TRACK,65.6,76,10.4,2.69,-0.85,8.04,8.74,270.42,0.043,0,13.438,270.4,-0.315,0.48,0.18,0.407,-0.019,-0.045,-0.315,-0.24,0.915,270.4,0,0,0,0,0,0,0,0,0,0,1,1,9.5,FLYING
122.87,FLARE,ILS_TRACK,65.34,76,10.66,2.55,-0.82,8.11,8.8,270.42,0.043,0,13.438,270.4,-0.315,0.48,0.18,0.407,-0.019,-0.045,-0.315,-0.221,0.919,270.4,0,0,0,0,0,0,0,0,0,0,1,1,9.68,FLYING
123.03,FLARE,ILS_TRACK,65.12,76,10.88,2.44,-0.81,8.18,8.85,270.42,0.044,0,13.438,270.4,-0.315,0.48,0.18,0.407,-0.019,-0.045,-0.315,-0.206,0.923,270.4,0,0,0,0,0,0,0,0,0,0,1,1,9.84,FLYING
123.19,FLARE,ILS_TRACK,64.9,76,11.1,2.32,-0.54,8.21,8.89,270.42,0.043,0,13.438,270.4,-0.315,0.48,0.18,0.407,-0.019,-0.045,-0.315,-0.192,0.927,270.4,0,0,0,0,0,0,0,0,0,0,1,1,10,LANDED
123.35,TOUCHDOWN,ILS_TRACK,64.46,76,11.54,2.19,-0.07,6.46,6.83,270.42,0.046,0,13.438,270.4,-0.159,0.48,0.18,0.407,-0.019,-0.045,-0.159,-0.18,0.93,270.4,0,0,0,0,0,0,0,0,0,0,1,1,0.04,LANDED
123.49,TOUCHDOWN,ILS_TRACK,63.92,76,12.08,2.03,-0.27,4.23,4.46,270.43,0.048,0,13.438,270.4,-0.159,0.48,0.18,0.407,-0.019,-0.045,-0.159,-0.18,0.93,270.4,0,0,0,0,0,0,0,0,0.1,0,1,1,0.18,LANDED
123.61,ROLLOUT,ILS_TRACK,63.7,76,12.3,1.83,-0.53,1.63,2.09,270.43,0.051,0,13.438,270.4,-0.159,0.48,0.18,0.407,-0.019,-0.045,-0.159,-0.18,0.93,270.4,0,0,0,0,0,0,0,0,0.1,0,1,1,0.04,LANDED
123.83,ROLLOUT,ILS_TRACK,63.5,76,12.5,1.55,-0.04,-1.62,-1.69,270.43,0.08,0,13.438,270.4,-0.159,0.48,0.18,0.407,-0.019,-0.045,-0.159,-0.18,0.93,270.4,0.628,-0.013,0.031,-0.0002,0.256,0,-0.0002,0,0.1,0,1,1,0.26,LANDED
124.07,ROLLOUT,ILS_TRACK,63.21,76,12.79,1.61,0.08,-0.61,-0.79,270.41,0.145,0,13.438,270.4,-0.159,0.48,0.18,0.407,-0.019,-0.045,-0.159,-0.18,0.93,270.4,0.633,-0.013,0.014,-0.0001,0.266,0,-0.0001,0,0.1,0,1,1,0.5,LANDED
124.29,ROLLOUT,ILS_TRACK,63.07,76,12.93,1.64,-0.05,-0.22,-0.19,270.35,0.156,0,13.438,270.4,-0.159,0.48,0.18,0.407,-0.019,-0.045,-0.159,-0.18,0.93,270.4,0.637,-0.013,-0.041,0.0003,0.275,0,0.0003,0,0.1,0,1,1,0.72,LANDED
124.51,ROLLOUT,ILS_TRACK,62.96,76,13.04,1.66,-0.01,0.07,0.05,270.39,0.183,0,13.438,270.4,-0.159,0.48,0.18,0.407,-0.019,-0.045,-0.159,-0.18,0.93,270.4,0.64,-0.013,-0.026,0.0002,0.279,0,0.0002,0,0.1,0,1,1,0.94,LANDED
124.73,ROLLOUT,ILS_TRACK,62.86,76,13.14,1.67,-0.06,0.23,0.29,270.46,0.353,0,13.438,270.4,-0.159,0.48,0.18,0.407,-0.019,-0.045,-0.159,-0.18,0.93,270.4,0.642,-0.013,0.056,-0.0004,0.283,0,-0.0004,0,0.1,0,1,1,1.16,LANDED
124.95,ROLLOUT,ILS_TRACK,62.76,76,13.24,1.66,-0.04,0.06,0.09,270.41,0.447,0,13.438,270.4,-0.159,0.48,0.18,0.407,-0.019,-0.045,-0.159,-0.18,0.93,270.4,0.644,-0.013,0.043,-0.0003,0.287,0,-0.0003,0,0.1,0,1,1,1.38,LANDED
125.19,ROLLOUT,ILS_TRACK,62.64,76,13.36,1.67,-0.05,0.12,0.16,270.3,0.23,0,13.438,270.4,-0.159,0.48,0.18,0.407,-0.019,-0.045,-0.159,-0.18,0.93,270.4,0.646,-0.013,-0.089,0.0007,0.292,0,0.0007,0,0.1,0,1,1,1.62,LANDED
125.41,ROLLOUT,ILS_TRACK,62.52,76,13.48,1.66,0.19,0.11,-0.06,270.4,0.1,0,13.438,270.4,-0.159,0.48,0.18,0.407,-0.019,-0.045,-0.159,-0.18,0.93,270.4,0.648,-0.013,-0.048,0.0004,0.297,0,0.0004,0,0.1,0,1,1,1.84,LANDED
125.63,ROLLOUT,ILS_TRACK,62.4,76,13.6,1.67,-0.06,0.09,0.14,270.54,0.356,0,13.438,270.4,-0.159,0.48,0.18,0.407,-0.019,-0.045,-0.159,-0.18,0.93,270.4,0.651,-0.013,0.122,-0.0009,0.301,0,-0.0009,0,0.1,0,1,1,2.06,LANDED
125.85,ROLLOUT,ILS_TRACK,62.28,76,13.72,1.66,-0.04,0.06,0.09,270.4,0.512,0,13.438,270.4,-0.159,0.48,0.18,0.407,-0.019,-0.045,-0.159,-0.18,0.93,270.4,0.653,-0.013,0.067,-0.0005,0.306,0,-0.0005,0,0.1,0,1,1,2.28,LANDED
126.07,ROLLOUT,ILS_TRACK,62.17,76,13.83,1.66,-0.04,0.1,0.13,270.19,0.123,0,13.438,270.4,-0.159,0.48,0.18,0.407,-0.019,-0.045,-0.159,-0.18,0.93,270.4,0.655,-0.013,-0.185,0.0014,0.311,0,0.0014,0,0.1,0,1,1,2.5,LANDED
126.31,ROLLOUT,ILS_TRACK,62.04,76,13.96,1.66,-0.03,0.08,0.11,270.44,-0.064,0,13.438,270.4,-0.159,0.48,0.18,0.407,-0.019,-0.045,-0.159,-0.18,0.93,270.4,0.658,-0.012,-0.06,0.0005,0.316,0,0.0005,0,0.1,0,1,1,2.74,LANDED
126.53,ROLLOUT,ILS_TRACK,61.92,76,14.08,1.66,-0.04,0.08,0.11,270.69,0.54,0,13.438,270.4,-0.159,0.48,0.18,0.407,-0.019,-0.045,-0.159,-0.18,0.93,270.4,0.66,-0.012,0.272,-0.0022,0.321,0,-0.0022,0,0.1,0,1,1,2.96,LANDED
126.75,ROLLOUT,ILS_TRACK,61.8,76,14.2,1.66,-0.03,0.09,0.12,270.36,0.753,0,13.438,270.4,-0.159,0.48,0.18,0.407,-0.019,-0.045,-0.159,-0.18,0.93,270.4,0.663,-0.013,0.095,-0.0008,0.325,0,-0.0008,0,0.1,0,1,1,3.18,LANDED
126.97,ROLLOUT,ILS_TRACK,61.68,76,14.32,1.66,-0.03,0.09,0.11,269.89,-0.119,0,13.438,270.4,-0.159,0.48,0.18,0.407,-0.019,-0.045,-0.159,-0.18,0.93,270.4,0.665,-0.013,-0.406,0.0033,0.33,0,0.0033,0,0.1,0,1,1,3.4,LANDED
127.19,ROLLOUT,ILS_TRACK,61.57,76,14.43,1.66,-0.03,0.08,0.1,269.9,-0.916,0,13.438,270.4,-0.159,0.48,0.18,0.407,-0.019,-0.045,-0.159,-0.18,0.93,270.4,0.667,-0.012,-0.567,0.0047,0.335,0,0.0047,0,0.1,0,1,1,3.62,LANDED
127.43,ROLLOUT,ILS_TRACK,61.44,76,14.56,1.66,-0.01,-0.25,-0.25,270.54,0.263,0,13.438,270.4,-0.159,0.48,0.18,0.407,-0.019,-0.045,-0.159,-0.18,0.93,270.4,0.67,-0.009,-0.059,0.0005,0.34,0,0.0005,0,0.1,0,1,1,3.86,LANDED
127.65,ROLLOUT,ILS_TRACK,61.32,76,14.68,1.65,-0.1,-0.27,-0.19,271.15,2.372,0,13.438,270.4,-0.159,0.48,0.18,0.407,-0.019,-0.045,-0.159,-0.18,0.93,270.4,0.672,-0.008,0.623,-0.0054,0.345,0,-0.0054,0,0.1,0,1,1,4.08,LANDED
127.87,ROLLOUT,ILS_TRACK,61.2,76,14.8,1.67,0.03,-0.4,-0.42,271.1,2.499,0,13.438,270.4,-0.159,0.48,0.18,0.407,-0.019,-0.045,-0.159,-0.18,0.93,270.4,0.675,-0.01,0.776,-0.0068,0.349,0,-0.0068,0,0.1,0,1,1,4.3,LANDED
128.09,ROLLOUT,ILS_TRACK,61.09,76,14.91,1.65,-0.04,-0.64,-0.6,270.52,0.173,0,13.438,270.4,-0.159,0.48,0.18,0.407,-0.019,-0.045,-0.159,-0.18,0.93,270.4,0.677,-0.015,0.326,-0.0029,0.354,0,-0.0029,0,0.1,0,1,1,4.52,LANDED
128.31,ROLLOUT,ILS_TRACK,60.97,76,15.03,1.66,-0.05,-0.43,-0.4,269.69,-2.237,0,13.438,270.4,-0.159,0.48,0.18,0.407,-0.019,-0.045,-0.159,-0.18,0.93,270.4,0.679,-0.018,-0.489,0.0044,0.359,0,0.0044,0,0.1,0,1,1,4.74,LANDED
128.55,ROLLOUT,ILS_TRACK,60.84,76,15.16,1.66,0.02,-0.45,-0.46,269.21,-2.801,0,13.438,270.4,-0.159,0.48,0.18,0.407,-0.019,-0.045,-0.159,-0.18,0.93,270.4,0.682,-0.015,-1.15,0.0105,0.364,0,0.0105,0,0.1,0,1,1,4.98,LANDED
128.77,ROLLOUT,ILS_TRACK,60.73,76,15.27,1.65,-0.04,-0.64,-0.59,269.49,-1.032,0,13.438,270.4,-0.159,0.48,0.18,0.407,-0.019,-0.045,-0.159,-0.18,0.93,270.4,0.684,-0.009,-1.044,0.0096,0.368,0,0.0096,0,0.1,0,1,1,5.2,LANDED
128.99,ROLLOUT,ILS_TRACK,60.62,76,15.38,1.66,-0.02,-0.5,-0.5,270.24,1.514,0,13.438,270.4,-0.159,0.48,0.18,0.407,-0.019,-0.045,-0.159,-0.18,0.93,270.41,0.686,-0.003,-0.39,0.0036,0.373,0,0.0036,0,0.1,0,1,1,5.42,LANDED
129.21,ROLLOUT,ILS_TRACK,60.5,76,15.5,1.66,-0.01,-0.49,-0.49,271.01,2.921,0,13.438,270.4,-0.159,0.48,0.18,0.407,-0.019,-0.045,-0.159,-0.18,0.93,270.41,0.689,0,0.399,-0.0038,0.378,0,-0.0038,0,0.1,0,1,1,5.64,LANDED
129.43,ROLLOUT,ILS_TRACK,60.38,76,15.62,1.66,0.01,-0.6,-0.61,271.63,2.693,0,13.438,270.4,-0.159,0.48,0.18,0.407,-0.019,-0.045,-0.159,-0.18,0.93,270.41,0.691,-0.003,1.087,-0.0104,0.382,0,-0.0104,0,0.1,0,1,1,5.86,LANDED
129.67,ROLLOUT,ILS_TRACK,60.26,76,15.74,1.66,-0.03,-0.61,-0.57,271.64,1.086,0,13.438,270.4,-0.159,0.48,0.18,0.407,-0.019,-0.045,-0.159,-0.18,0.93,270.4,0.694,-0.009,1.317,-0.0127,0.387,0,-0.0127,0,0.1,0,1,1,6.1,LANDED
129.89,ROLLOUT,ILS_TRACK,60.15,76,15.85,1.66,-0.01,-0.47,-0.47,271.05,-1.024,0,13.438,270.4,-0.159,0.48,0.18,0.407,-0.019,-0.045,-0.159,-0.18,0.93,270.4,0.696,-0.017,0.84,-0.0082,0.391,0,-0.0082,0,0.1,0,1,1,6.32,LANDED
130.11,ROLLOUT,ILS_TRACK,60.04,76,15.96,1.66,-0.03,-0.46,-0.45,270.32,-2.415,0,13.438,270.4,-0.159,0.48,0.18,0.407,-0.019,-0.045,-0.159,-0.18,0.93,270.39,0.698,-0.022,0.127,-0.0013,0.396,0,-0.0013,0,0.1,0,1,1,6.54,LANDED
130.33,ROLLOUT,ILS_TRACK,59.93,76,16.07,1.66,0.03,-0.52,-0.55,269.58,-2.56,0,13.438,270.4,-0.159,0.48,0.18,0.407,-0.019,-0.045,-0.159,-0.18,0.93,270.39,0.7,-0.022,-0.616,0.0062,0.401,0,0.0062,0,0.1,0,1,1,6.76,LANDED
130.55,ROLLOUT,ILS_TRACK,59.76,76,16.24,1.64,-0.01,-0.81,-0.79,269.22,-1.645,0,13.438,270.4,-0.159,0.48,0.18,0.407,-0.019,-0.045,-0.159,-0.18,0.93,270.39,0.703,-0.018,-1.146,0.0116,0.405,0,0.0116,0,0.1,0,1,1,6.98,LANDED
130.79,ROLLOUT,ILS_TRACK,59.12,76,16.88,1.61,-0.02,-1.27,-1.26,269.71,0.254,0,13.438,270.4,-0.159,0.48,0.18,0.407,-0.019,-0.045,-0.159,-0.18,0.93,270.4,0.71,-0.011,-0.899,0.0094,0.419,0,0.0094,0,0.1,0,1,1,7.22,LANDED
131.01,ROLLOUT,ILS_TRACK,58.05,76,17.95,1.62,0.02,-1.23,-1.27,271.13,1.952,0,13.438,270.4,-0.159,0.48,0.18,0.407,-0.019,-0.045,-0.159,-0.18,0.93,270.4,0.727,-0.006,0.248,-0.0028,0.453,0,-0.0028,0,0.1,0,1,1,7.44,LANDED
131.23,ROLLOUT,ILS_TRACK,57.11,76,18.89,1.65,-0.01,-0.63,-0.7,273.09,3.228,0,13.438,270.4,-0.159,0.48,0.18,0.407,-0.019,-0.045,-0.159,-0.18,0.93,270.4,0.749,-0.005,2.152,-0.0267,0.497,0,-0.0267,0,0.1,0,1,1,7.66,LANDED
131.45,ROLLOUT,ILS_TRACK,56.37,76,19.63,1.67,0.31,-0.79,-1.16,274.8,3.694,0,13.438,270.4,-0.159,0.48,0.18,0.407,-0.019,-0.045,-0.159,-0.18,0.93,270.4,0.765,-0.012,4,-0.0529,0.529,0,-0.0529,0,0.1,0,1,1,7.88,LANDED
131.67,ROLLOUT,ILS_TRACK,55.68,76,20.32,1.65,0.04,-1.79,-1.86,275.63,3.523,0,13.438,270.4,-0.159,0.48,0.18,0.407,-0.019,-0.045,-0.159,-0.18,0.93,270.38,0.779,-0.028,5.14,-0.0717,0.558,0,-0.0717,0,0.1,0,1,1,8.1,LANDED
131.91,ROLLOUT,ILS_TRACK,54.87,76,21.13,1.65,-0.2,-1.51,-1.28,274.56,2.157,0,13.438,270.4,-0.159,0.48,0.18,0.407,-0.019,-0.045,-0.159,-0.18,0.93,270.36,0.794,-0.051,4.701,-0.0691,0.588,0,-0.0691,0,0.1,0,1,1,8.34,LANDED
