t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_mode,flare_auth_limited,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_req_up_a,flare_thr_floor,flare_tecs_et_err,flare_tecs_eb_err,flare_tecs_h_ref,flare_tecs_v_ref,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
10.61,APPROACH,ILS_TRACK,148.05,152,3.95,486.63,404.82,-7.55,13.55,16.48,269.99,0.029,0.3904,0,15.151,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.008,0,-3.963,0,269.99,0,0,1,-2.98,0,0,0,269.99,0.4841,-0.0001,0.875,0,269.99,0.54,-115.97,10.09,-0.008,33.889,1,3,667.01,1.128,0,603.07,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492.83,1077.02,2,0,0.175,0.175,61,5.71,0.175,0.175,10.61,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
10.96,APPROACH,ILS_TRACK,148.07,152,3.93,484.48,402.34,-6.53,14.7,17.24,269.99,0.033,0.4476,0,16.522,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.996,0,-3.92,0,269.99,0,0,1,-2.61,0,0,0,269.99,0.4841,-0.0001,0.875,0,269.99,0.52,-115.34,10.036,-0.007,32.996,1,3,667.01,2.006,0,600.23,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485.57,1077.35,2,0,0.175,0.175,63,5.71,0.175,0.175,10.96,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
11.31,APPROACH,ILS_TRACK,147.93,152,4.07,482.52,400.32,-5.15,15.14,17.06,269.99,0.042,0.5652,0,17.925,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.032,0,-4.048,0,269.99,0,0,1,-2.09,0,0,0,269.99,0.4842,-0.0001,0.875,0,269.99,0.51,-114.49,9.981,-0.006,32.34,1,3,667.01,2.508,0,597.39,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486.21,1076.94,2,0,0.175,0.175,65,5.71,0.175,0.175,11.31,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
11.66,APPROACH,ILS_TRACK,147.8,152,4.2,480.75,398.71,-4.23,14.66,16.2,269.99,0.055,0.6594,0,19.384,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.074,0,-4.197,0,269.99,0,0,1,-1.7,0,0,0,269.99,0.4843,-0.0001,0.8749,0,269.99,0.49,-113.47,9.927,-0.006,31.568,1,3,667.01,3.091,0,594.56,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495.62,1076.5,2,0,0.175,0.175,67,5.71,0.175,0.175,11.66,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
12.01,APPROACH,ILS_TRACK,147.82,152,4.18,479.25,397.36,-3.56,14.11,15.39,270,0.062,0.6523,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.073,0,-4.193,0,269.99,0,0,1,-1.43,0,0,0,269.99,0.4844,-0.0001,0.8749,0,269.99,0.47,-112.19,9.873,-0.007,30.57,1,3,667.01,3.858,0,591.72,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510.26,1076.68,2,0,0.175,0.175,69,5.71,0.175,0.175,12.01,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
12.36,APPROACH,ILS_TRACK,147.97,152,4.03,477.99,396.22,-3.05,13.71,14.83,270,0.065,0.5812,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.032,0,-4.05,0,269.99,0,0,1,-1.23,0,0,0,269.99,0.4844,-0.0001,0.8748,0,269.99,0.45,-110.65,9.819,-0.005,29.529,1,3,667.01,4.584,0,588.88,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522.83,1077.42,2,0,0.175,0.175,71,5.71,0.175,0.175,12.36,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
12.71,APPROACH,ILS_TRACK,148.23,152,3.77,476.93,395.25,-2.57,13.36,14.3,270,0.066,0.4867,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.962,0,-3.8,0,269.99,0,0,1,-1.02,0,0,0,269.99,0.4845,-0.0001,0.8748,0,269.99,0.44,-108.91,9.765,-0.006,28.583,1,3,667.01,5.112,0,586.04,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.31,1078.57,2,0,0.175,0.175,73,5.71,0.175,0.175,12.71,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
13.06,APPROACH,ILS_TRACK,148.56,152,3.44,476.04,394.44,-2.16,13.1,13.89,270,0.067,0.3867,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.869,0,-3.472,0,269.99,0,0,1,-0.86,0,0,0,269.99,0.4846,-0.0001,0.8747,0,269.99,0.42,-106.98,9.71,-0.007,27.601,1,3,667.01,5.618,0,583.19,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527.2,1080.02,2,0,0.175,0.175,75,5.71,0.175,0.175,13.06,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
13.41,APPROACH,ILS_TRACK,148.92,152,3.08,475.28,393.75,-1.84,12.86,13.52,270,0.069,0.3011,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.768,0,-3.113,0,269.99,0,0,1,-0.73,0,0,0,270,0.4847,-0.0001,0.8747,0,269.99,0.41,-104.91,9.656,-0.007,26.656,1,3,667.01,6.021,0,580.33,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.45,1081.57,2,0,0.175,0.175,77,5.71,0.175,0.175,13.41,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
13.76,APPROACH,ILS_TRACK,149.26,152,2.74,474.65,393.15,-1.6,12.72,13.31,270,0.068,0.2441,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.671,0,-2.767,0,269.99,0,0,1,-0.63,0,0,0,269.99,0.4848,-0.0001,0.8746,0,269.99,0.39,-102.7,9.601,-0.006,25.69,1,3,667.01,6.401,0,577.47,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491.11,1083.04,2,0,0.175,0.175,79,5.71,0.175,0.175,13.76,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
14.11,APPROACH,ILS_TRACK,149.54,152,2.46,474.1,392.66,-1.31,12.56,13.02,270,0.067,0.2255,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.591,0,-2.483,0,269.99,0,0,1,-0.51,0,0,0,269.99,0.4848,-0.0001,0.8746,0,269.99,0.38,-100.4,9.547,-0.006,24.825,1,3,667.01,6.617,0,574.6,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464.89,1084.23,2,0,0.175,0.175,81,5.71,0.175,0.175,14.11,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
14.46,APPROACH,ILS_TRACK,149.75,152,2.25,473.63,392.23,-1.16,12.41,12.82,270,0.063,0.2374,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.531,0,-2.271,0,269.99,0,0,1,-0.45,0,0,0,269.99,0.4849,-0.0001,0.8746,0,269.99,0.37,-98.01,9.492,-0.006,23.907,1,3,667.01,6.871,0,571.73,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439.89,1085.12,2,0,0.175,0.175,83,5.71,0.175,0.175,14.46,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
14.81,APPROACH,ILS_TRACK,149.87,152,2.13,473.23,391.84,-1.02,12.37,12.75,270,0.059,0.2725,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.493,0,-2.135,0,269.99,0,0,1,-0.42,0,0,0,269.99,0.485,-0.0001,0.8745,0,269.99,0.36,-95.55,9.437,-0.006,22.981,1,3,667.01,7.106,0,568.86,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419.67,1085.69,2,0,0.175,0.175,85,5.71,0.175,0.175,14.81,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
15.16,APPROACH,ILS_TRACK,149.96,152,2.04,472.86,391.59,-0.46,12.07,12.19,270,0.044,0.3135,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.469,0,-2.052,0,269.99,0,0,1,-0.2,0,0,0,269.99,0.4851,-0.0001,0.8745,0,269.99,0.35,-93.05,9.382,-0.006,22.172,1,3,667.01,7.18,0,565.98,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406.38,1086.05,2,0,0.175,0.175,87,5.71,0.175,0.175,15.16,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
15.51,APPROACH,ILS_TRACK,150.06,152,1.94,472.54,391.56,0.03,11.24,11.11,270,0.033,0.3308,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.441,0,-1.953,0,269.99,0,0,1,0,0,0,0,269.99,0.4852,-0.0001,0.8744,0,269.99,0.34,-90.5,9.327,-0.006,21.352,1,3,667.01,7.246,0,563.1,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.18,1086.47,2,0,0.175,0.175,89,5.71,0.175,0.175,15.51,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
15.86,APPROACH,ILS_TRACK,150.25,152,1.75,472.28,391.59,0.1,10.26,10.12,270,0.031,0.3022,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.39,0,-1.772,0,269.99,0,0,1,0.04,0,0,0,269.99,0.4852,-0.0001,0.8744,0,269.99,0.32,-87.89,9.272,-0.005,20.337,1,3,667.01,7.537,0,560.22,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394.5,1087.27,2,0,0.175,0.175,91,5.71,0.175,0.175,15.86,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
16.21,APPROACH,ILS_TRACK,150.54,152,1.46,472.11,391.57,-0.29,9.56,9.64,269.99,0.034,0.2368,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.311,0,-1.489,0,269.99,0,0,1,-0.07,0,0,0,269.99,0.4853,-0.0001,0.8743,0,269.99,0.32,-85.21,9.217,-0.007,19.351,1,3,667.01,7.766,0,557.34,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385.94,1088.48,2,0,0.175,0.175,93,5.71,0.175,0.175,16.21,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
16.56,APPROACH,ILS_TRACK,150.83,152,1.17,472.05,391.44,-0.43,9.74,9.92,269.99,0.028,0.1848,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.228,0,-1.197,0,270,0,0,1,-0.14,0,0,0,269.99,0.4854,-0.0001,0.8743,0,270,0.31,-82.39,9.162,-0.005,18.254,1,3,667.01,8.078,0,554.45,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370.3,1089.7,2,0,0.175,0.175,95,5.71,0.175,0.175,16.56,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
16.91,APPROACH,ILS_TRACK,151.05,152,0.95,472.01,391.29,-0.32,10.1,10.24,269.99,0.024,0.1701,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.163,0,-0.964,0,270,0,0,1,-0.13,0,0,0,269.99,0.4855,-0.0001,0.8742,0,270,0.3,-79.53,9.107,-0.004,17.349,1,3,667.01,8.137,0,551.55,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350.61,1090.65,2,0,0.175,0.175,97,5.71,0.175,0.175,16.91,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
17.26,APPROACH,ILS_TRACK,151.18,152,0.82,471.92,391.19,-0.21,10.19,10.25,269.99,0.023,0.1971,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.125,0,-0.829,0,270,0,0,1,-0.08,0,0,0,269.99,0.4856,-0.0001,0.8742,0,270,0.29,-76.71,9.051,-0.005,16.582,1,3,667.01,8.04,0,548.65,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332.17,1091.19,2,0,0.175,0.175,99,5.71,0.175,0.175,17.26,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
17.61,APPROACH,ILS_TRACK,151.23,152,0.77,471.83,391.11,-0.19,10.16,10.21,269.99,0.023,0.2446,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.109,0,-0.773,0,270,0,0,1,-0.08,0,0,0,270,0.4856,-0.0001,0.8742,0,270,0.28,-73.91,8.996,-0.004,15.726,1,3,667.01,8.057,0,545.76,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319.65,1091.41,2,0,0.175,0.175,101,5.71,0.175,0.175,17.61,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
17.96,APPROACH,ILS_TRACK,151.24,152,0.76,471.75,391.03,-0.21,10.16,10.24,269.99,0.021,0.2928,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.106,0,-0.763,0,270,0,0,1,-0.08,0,0,0,270,0.4857,-0.0001,0.8741,0,270,0.27,-71.09,8.941,-0.004,14.848,1,3,667.01,8.099,0,542.86,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.55,1091.45,2,0,0.175,0.175,103,5.71,0.175,0.175,17.96,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
18.31,APPROACH,ILS_TRACK,151.23,152,0.77,471.68,390.96,-0.17,10.18,10.23,269.99,0.023,0.3308,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.108,0,-0.77,0,270,0,0,1,-0.07,0,0,0,270,0.4858,-0.0001,0.8741,0,270,0.26,-68.26,8.885,-0.003,13.993,1,3,667.01,8.106,0,539.96,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315.24,1091.42,2,0,0.175,0.175,105,5.71,0.175,0.175,18.31,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
18.66,APPROACH,ILS_TRACK,151.22,152,0.78,471.62,390.89,-0.2,10.15,10.22,269.99,0.019,0.3562,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.111,0,-0.78,0,270,0,0,1,-0.06,0,0,0,270,0.4859,-0.0001,0.874,0,270,0.25,-65.43,8.83,-0.003,13.168,1,3,667.01,8.077,0,537.06,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318.64,1091.39,2,0,0.175,0.175,107,5.71,0.175,0.175,18.66,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
19.01,APPROACH,ILS_TRACK,151.22,152,0.78,471.56,390.84,-0.15,10.15,10.2,269.99,0.02,0.3673,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.11,0,-0.777,0,270,0,0,1,-0.06,0,0,0,270,0.486,0,0.874,0,270,0.24,-62.59,8.775,-0.002,12.293,1,3,667.01,8.106,0,534.16,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.54,1091.41,2,0,0.175,0.175,109,5.71,0.175,0.175,19.01,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
19.36,APPROACH,ILS_TRACK,151.25,152,0.75,471.5,390.79,-0.14,10.13,10.18,269.99,0.018,0.3654,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.103,0,-0.754,0,270,0,0,1,-0.05,0,0,0,270,0.486,0,0.8739,0,270,0.23,-59.75,8.72,-0.001,11.428,1,3,667.01,8.122,0,531.26,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328.81,1091.52,2,0,0.175,0.175,111,5.71,0.175,0.175,19.36,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
19.71,APPROACH,ILS_TRACK,151.3,152,0.7,471.45,390.74,-0.12,10.11,10.15,269.99,0.018,0.3538,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.09,0,-0.708,0,270,0,0,1,-0.05,0,0,0,270,0.4861,0,0.8739,0,270,0.22,-56.9,8.664,0,10.555,1,3,667.01,8.145,0,528.36,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333.49,1091.72,2,0,0.175,0.175,113,5.71,0.175,0.175,19.71,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
20.06,APPROACH,ILS_TRACK,151.36,152,0.64,471.41,390.71,-0.1,10.09,10.13,269.99,0.018,0.3371,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.072,0,-0.643,0,270,0,0,1,-0.04,0,0,0,270,0.4862,0,0.8738,0,270,0.21,-54.05,8.609,-0.001,9.68,1,3,667.01,8.167,0,525.46,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336.97,1092.01,2,0,0.175,0.175,115,5.71,0.175,0.175,20.06,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
20.41,APPROACH,ILS_TRACK,151.45,152,0.55,471.37,390.67,-0.08,10.08,10.1,269.99,0.019,0.3185,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.05,0,-0.563,0,270,0,0,1,-0.03,0,0,0,270,0.4863,0,0.8738,0,270,0.19,-51.18,8.553,0,8.804,1,3,667.01,8.188,0,522.56,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.97,1092.35,2,0,0.175,0.175,117,5.71,0.175,0.175,20.41,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
20.76,APPROACH,ILS_TRACK,151.53,152,0.47,471.34,390.65,-0.07,10.06,10.09,269.99,0.017,0.3009,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.025,0,-0.475,0,270,0,0,1,-0.03,0,0,0,270,0.4864,0,0.8738,0,270,0.18,-48.31,8.498,0.001,7.924,1,3,667.01,8.211,0,519.66,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339.46,1092.73,2,0,0.175,0.175,119,5.71,0.175,0.175,20.76,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
21.11,APPROACH,ILS_TRACK,151.63,152,0.37,471.32,390.63,-0.06,10.05,10.07,269.99,0.017,0.2863,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.999,0,-0.384,0,270,0,0,1,-0.02,0,0,0,270,0.4865,0,0.8737,0,270,0.17,-45.43,8.443,0.002,7.042,1,3,667.01,8.234,0,516.75,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.03,1093.11,2,0,0.175,0.175,121,5.71,0.175,0.175,21.11,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
21.46,APPROACH,ILS_TRACK,151.71,152,0.29,471.3,390.61,-0.04,10.05,10.06,269.99,0.017,0.2767,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.975,0,-0.297,0,270,0,0,1,-0.02,0,0,0,270,0.4865,0,0.8737,0,270,0.16,-42.54,8.387,0.002,6.157,1,3,667.01,8.257,0,513.84,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335.03,1093.48,2,0,0.175,0.175,123,5.71,0.175,0.175,21.46,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
21.81,APPROACH,ILS_TRACK,151.79,152,0.21,471.28,390.6,-0.03,10.05,10.06,269.99,0.015,0.273,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.953,0,-0.221,0,270,0,0,1,-0.01,0,0,0,270,0.4866,0,0.8736,0,270,0.15,-39.65,8.332,0.001,5.272,1,3,667.01,8.278,0,510.93,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331.28,1093.79,2,0,0.175,0.175,125,5.71,0.175,0.175,21.81,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
